date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation
2016-5-1,9,7,11,10,19,1,30,1880,2001,4.06,3.05,6.30
2016-5-2,12,7,16,10,19,2,32,1903,2001,1.02,3.05,2.79
2016-5-3,12,11,13,10,19,2,32,1874,2001,15.49,3.30,4.22
2016-5-4,10,9,11,10,20,3,33,1917,2001,0.25,3.30,5.13
2016-5-5,11,8,14,11,20,1,32,1891,1980,0.00,3.30,7.67
2016-5-6,11,9,12,11,20,0,33,1891,1986,13.72,3.30,3.71
2016-5-7,12,9,16,11,20,2,33,1891,2000,0.00,3.56,9.70
2016-5-8,14,9,19,11,21,2,32,1947,2000,4.06,3.05,7.67
2016-5-9,17,11,22,11,21,1,34,1947,1979,0.00,3.30,3.61
2016-5-10,14,10,17,11,21,2,34,1966,1979,0.00,3.30,5.33
2016-5-11,17,10,24,11,21,2,33,1913,1993,0.00,3.05,4.24
2016-5-12,20,13,27,12,21,4,33,1907,1881,0.00,3.30,4.67
2016-5-13,17,14,18,12,21,3,31,1895,1956,6.35,3.05,4.22
2016-5-14,18,13,23,12,21,4,31,1878,1900,0.0,3.05,8.59
2016-5-15,11,8,14,12,22,5,32,1947,1900,0.0,3.30,2.95
2016-5-16,13,6,19,12,22,5,32,1878,1951,0.00,3.30,6.76
2016-5-17,14,11,18,12,22,3,33,1956,1974,0.0,3.30,2.67
2016-5-18,13,12,14,13,22,5,33,1973,2017,0.0,3.30,5.54
2016-5-19,18,12,23,13,22,3,37,1976,1962,0.00,3.30,5.13
2016-5-20,18,12,24,13,22,6,35,2002,1996,0.00,3.56,5.16
2016-5-21,16,12,19,13,22,4,33,1907,1996,1.02,3.56,4.93
2016-5-22,16,11,21,13,22,6,35,1990,1941,2.29,3.81,3.17
2016-5-23,19,13,26,13,23,6,34,1963,1964,0.51,3.81,6.86
2016-5-24,19,14,23,13,23,3,33,1963,1975,4.57,3.81,5.26
2016-5-25,24,16,31,14,23,5,35,1925,1880,0.00,3.81,2.18
2016-5-26,27,21,32,14,23,5,35,1967,1880,0.00,3.81,3.25
2016-5-27,27,23,31,14,23,5,35,1961,1880,0.00,3.56,6.65
2016-5-28,28,22,33,14,23,6,34,1961,1959,0.00,3.56,2.95
2016-5-29,26,21,31,14,23,6,36,1902,1969,0.0,4.06,10.13
2016-5-30,24,20,28,14,24,5,36,1884,1987,41.91,3.81,5.56
2016-5-31,26,22,29,15,24,7,35,1938,1939,0.00,3.81,7.95
2016-6-1,24,19,28,15,24,6,35,1945,1895,0.00,4.06,6.60
2016-6-2,21,17,26,15,24,8,35,1946,1895,0.00,4.06,7.09
2016-6-3,19,17,21,16,24,7,35,1929,1895,1.02,4.06,7.65
2016-6-4,24,19,28,16,24,8,37,1926,1925,10.16,4.06,6.99
2016-6-5,20,18,22,16,24,8,37,1945,1925,23.11,4.06,7.11
2016-6-6,23,18,28,16,25,8,36,1945,1925,0.00,4.06,6.65
2016-6-7,24,18,29,16,25,8,35,1897,1925,0.0,4.06,10.57
2016-6-8,16,11,19,16,25,8,35,1932,1933,11.43,4.06,3.73
2016-6-9,17,12,22,17,26,8,36,1980,1933,0.00,4.06,6.48
2016-6-10,19,14,25,17,26,9,35,1972,2008,0.00,4.06,5.26
2016-6-11,23,15,31,17,26,7,35,1972,1973,0.00,4.06,2.90
2016-6-12,23,17,28,17,26,8,33,1979,1973,0.00,4.06,5.54
2016-6-13,19,14,23,17,26,10,35,1953,1961,0.00,4.06,4.34
2016-6-14,21,14,26,17,26,9,37,1875,1956,0.00,4.06,6.45
2016-6-15,23,17,29,18,26,8,35,1933,1994,0.00,3.81,2.87
2016-6-16,21,18,23,18,27,11,36,1927,1891,5.59,3.81,3.33
2016-6-17,22,17,26,18,27,10,35,1926,1957,0.00,4.06,4.62
2016-6-18,23,16,31,18,27,8,35,1950,1929,0.00,3.56,5.84
2016-6-19,25,19,31,18,27,11,36,1920,1994,0.00,3.56,5.49
2016-6-20,23,18,29,18,27,9,36,1914,1923,0.00,3.30,3.53
2016-6-21,27,22,31,18,27,9,36,1897,1988,0.0,3.56,4.32
2016-6-22,25,20,30,19,27,11,36,1940,1988,0.00,3.30,4.98
2016-6-23,24,21,28,19,27,9,35,1918,1888,0.00,3.30,4.45
2016-6-24,24,19,29,19,28,11,35,1932,1888,0.00,3.30,3.71
2016-6-25,24,18,30,19,28,10,37,1873,1952,0.00,3.56,3.25
2016-6-26,25,19,31,19,28,13,37,1979,1952,0.00,3.30,10.90
2016-6-27,24,19,28,19,28,12,38,1940,1966,11.43,3.05,5.36
2016-6-28,22,20,24,19,28,12,35,1995,1991,3.05,3.30,4.29
2016-6-29,24,19,28,19,28,11,38,1919,1934,0.25,3.05,6.53
2016-6-30,24,19,29,19,28,11,37,1919,1964,0.00,3.30,7.80
2016-7-1,23,19,26,20,28,11,37,1943,1901,21.08,3.05,5.51
2016-7-2,21,17,24,20,28,13,37,2001,1966,0.00,3.30,4.55
2016-7-3,22,18,26,20,28,12,39,1933,1966,0.00,3.05,7.11
2016-7-4,24,19,29,20,29,12,38,1986,1949,12.45,3.30,4.47
2016-7-5,26,21,30,20,29,11,38,1979,1999,16.76,3.05,7.80
2016-7-6,28,24,33,20,29,12,39,1979,2010,0.00,3.30,5.00
2016-7-7,28,25,32,20,29,13,37,1914,2010,1.02,3.30,7.95
2016-7-8,25,19,30,21,29,13,37,1894,1993,2.03,3.56,4.57
2016-7-9,21,18,22,21,29,12,41,1963,1936,13.46,3.56,2.77
2016-7-10,23,19,27,21,29,12,38,1890,1993,0.0,3.81,4.55
2016-7-11,23,18,27,21,29,13,36,1898,1988,0.00,3.81,4.93
2016-7-12,24,20,28,21,29,13,37,1926,1966,0.00,3.81,6.81
2016-7-13,26,22,29,21,29,12,38,1888,1966,0.00,4.32,8.03
2016-7-14,27,23,31,21,29,14,37,1926,1954,15.75,4.06,4.06
2016-7-15,29,26,31,21,29,13,38,1930,1995,0.00,3.81,5.92
2016-7-16,28,24,32,21,29,13,37,1946,1980,0.0,4.06,3.51
2016-7-17,28,24,32,21,29,13,37,1892,1953,0.00,3.81,7.95
2016-7-18,28,22,34,21,29,13,38,1925,1953,8.89,3.81,4.47
2016-7-19,26,23,28,21,29,13,38,1924,1977,0.00,4.06,4.62
2016-7-20,25,20,29,21,29,12,38,1890,1980,0.00,3.81,5.00
2016-7-21,27,22,32,21,29,12,40,1890,1977,0.00,3.81,5.74
2016-7-22,29,23,34,21,29,12,40,1873,2011,0.00,3.56,4.72
2016-7-23,31,27,36,21,29,14,37,1890,2011,0.00,3.81,6.12
2016-7-24,29,24,34,21,29,13,36,1893,1999,0.00,3.81,9.52
2016-7-25,28,23,34,21,29,13,36,1953,1999,25.40,3.81,4.17
2016-7-26,27,22,32,21,29,12,36,1920,1940,0.00,4.06,9.65
2016-7-27,28,23,33,21,29,12,36,1920,1963,0.00,4.06,6.73
2016-7-28,29,24,35,21,29,13,36,1903,1999,0.0,4.32,7.90
2016-7-29,25,21,29,21,29,15,37,1914,1949,27.69,4.32,8.81
2016-7-30,26,23,29,21,29,13,36,1956,1988,6.35,4.32,9.04
2016-7-31,24,22,26,21,29,13,38,1914,1933,27.43,4.32,5.82
2016-8-1,24,21,27,21,29,15,37,1964,1933,0.0,4.06,7.24
2016-8-2,23,20,26,21,29,14,37,1924,1955,0.00,4.06,6.32
2016-8-3,23,19,27,21,29,12,36,1927,2005,0.00,4.32,6.88
2016-8-4,23,19,27,21,29,13,37,1886,1944,0.00,4.06,8.26
2016-8-5,24,21,28,21,29,13,38,1951,1944,0.00,4.06,3.66
2016-8-6,27,22,31,21,29,13,36,1994,1955,1.27,4.06,8.41
2016-8-7,26,21,30,21,29,13,40,1994,1918,0.00,3.81,5.54
2016-8-8,26,22,30,21,29,12,37,1903,2001,0.00,3.81,6.60
2016-8-9,26,22,31,21,29,13,39,1989,2001,0.00,3.81,10.41
2016-8-10,27,24,30,21,28,12,36,1879,1949,2.29,3.56,11.79
2016-8-11,28,23,33,21,28,13,38,1962,1944,3.81,3.56,6.07
2016-8-12,28,23,34,20,28,12,36,1889,1944,8.13,3.56,9.19
2016-8-13,32,27,36,20,28,12,37,1930,2005,0.00,3.56,6.86
2016-8-14,30,26,34,20,28,12,37,1964,1988,1.52,3.81,14.76
2016-8-15,29,25,33,20,28,12,36,1964,1988,0.00,3.56,3.86
2016-8-16,28,26,31,20,28,12,35,1880,1944,2.79,3.81,12.19
2016-8-17,27,25,29,20,28,13,35,1979,1944,0.25,3.56,7.26
2016-8-18,26,22,29,20,28,12,34,1915,2002,0.76,3.56,10.03
2016-8-19,27,23,31,20,28,12,34,1924,2002,0.25,3.81,6.43
2016-8-20,25,21,28,20,28,12,36,1949,1955,20.83,3.56,9.22
2016-8-21,27,23,30,20,28,11,35,1922,1955,7.87,3.81,10.64
2016-8-22,22,18,26,19,28,11,35,1895,1916,0.00,3.56,4.70
2016-8-23,22,16,28,19,28,10,33,1923,1916,0.00,3.56,7.70
2016-8-24,26,20,31,19,28,11,34,1890,1972,0.00,3.56,9.17
2016-8-25,26,21,30,19,28,11,35,1940,1948,0.00,3.56,4.72
2016-8-26,28,24,32,19,27,11,39,1887,1948,0.00,3.05,8.23
2016-8-27,28,24,32,19,27,10,38,1885,1948,0.00,3.30,10.57
2016-8-28,27,22,32,19,27,10,37,1885,1948,0.00,3.30,10.13
2016-8-29,28,23,33,19,27,10,37,1986,1953,0.00,3.05,6.81
2016-8-30,26,21,30,19,27,10,36,1965,1973,0.00,3.05,5.84
2016-8-31,28,23,32,19,27,10,37,1976,1953,0.0,3.05,9.55
2016-9-1,23,21,26,19,27,10,36,1872,1953,12.70,3.30,9.75
2016-9-2,23,19,27,18,27,10,38,1886,1953,0.00,3.30,5.38
2016-9-3,22,19,24,18,27,10,37,1893,1929,0.00,3.30,8.43
2016-9-4,23,18,27,18,26,8,36,1883,1929,0.00,3.56,8.84
2016-9-5,24,18,29,18,26,10,34,1963,1985,0.00,3.30,6.22
2016-9-6,24,22,27,18,26,8,36,1924,1881,0.0,3.30,8.28
2016-9-7,26,22,29,18,26,7,38,1888,1881,0.00,3.56,5.26
2016-9-8,27,22,32,18,26,12,36,1955,2015,0.00,3.30,12.34
2016-9-9,28,24,33,17,26,8,34,1883,1915,5.59,3.30,2.18
2016-9-10,28,23,32,17,25,6,36,1883,1983,0.0,3.30,4.01
2016-9-11,24,19,28,17,25,6,37,1917,1983,0.00,3.30,7.37
2016-9-12,21,17,26,17,25,7,34,1917,1961,0.00,3.56,5.97
2016-9-13,23,18,28,17,24,7,34,1963,1952,0.00,3.56,10.01
2016-9-14,26,19,33,17,24,7,33,1975,1931,14.22,3.56,9.70
2016-9-15,20,16,23,16,24,7,33,1913,1927,0.00,3.81,10.57
2016-9-16,19,16,23,16,24,8,33,1966,1915,0.00,3.81,12.75
2016-9-17,19,15,25,16,24,7,33,1986,1991,0.00,3.81,8.56
2016-9-18,24,21,28,16,24,6,32,1990,1891,0.00,3.81,9.96
2016-9-19,23,21,24,16,23,6,34,1929,1983,17.27,3.81,10.92
2016-9-20,24,20,28,15,23,6,33,1993,1983,0.00,3.81,5.89
2016-9-21,24,20,29,15,23,4,35,1871,1895,0.00,3.81,14.07
2016-9-22,24,18,30,15,23,5,35,1904,1914,0.00,3.81,5.94
2016-9-23,24,18,31,14,23,5,36,1947,1895,0.25,3.56,21.03
2016-9-24,18,14,22,14,22,4,32,1963,2017,5.08,3.81,5.74
2016-9-25,17,12,21,14,22,4,32,1887,1970,0.00,3.56,5.99
2016-9-26,18,12,23,14,22,5,32,1940,1970,0.00,3.81,5.94
2016-9-27,21,18,23,14,22,5,32,1957,1933,5.59,3.81,7.95
2016-9-28,17,13,21,13,21,5,31,1947,1881,0.00,4.06,9.75
2016-9-29,16,14,18,13,21,5,31,1942,1945,0.00,4.06,5.54
2016-9-30,14,13,15,13,21,3,31,1912,1986,10.16,4.06,6.71
2016-10-1,15,13,17,13,21,2,31,1947,1927,0.00,3.81,12.65
2016-10-2,16,14,17,13,21,3,32,1886,1927,0.00,3.56,5.49
2016-10-3,19,16,22,12,20,3,30,1974,1919,0.00,3.56,3.94
2016-10-4,18,16,21,12,20,2,31,1888,1941,0.00,3.30,10.29
2016-10-5,16,12,19,12,20,1,34,1881,1941,0.00,3.81,5.05
2016-10-6,18,13,23,12,19,2,32,1881,1941,0.00,3.56,6.07
2016-10-7,19,14,24,12,19,3,31,1999,1944,0.00,3.81,10.39
2016-10-8,17,14,20,11,19,2,30,1988,2007,5.84,3.56,10.92
2016-10-9,14,11,18,11,19,2,30,2000,1916,13.97,3.81,18.62
2016-10-10,13,8,18,11,19,1,32,1888,1939,0.00,4.06,5.49
2016-10-11,13,8,17,11,18,1,29,1964,1949,0.00,3.81,7.77
2016-10-12,16,12,19,11,18,1,30,1876,1954,0.00,3.56,10.82
2016-10-13,16,12,19,11,18,0,30,1875,1954,0.0,3.56,6.99
2016-10-14,13,8,17,10,18,2,28,1988,1920,0.00,3.81,4.47
2016-10-15,13,7,18,10,18,0,28,1876,1956,0.00,3.56,4.32
2016-10-16,16,12,21,10,18,1,30,1876,1897,0.00,3.56,5.46
2016-10-17,22,17,27,10,17,0,32,1886,1938,0.00,3.56,5.79
2016-10-18,23,19,27,9,17,1,27,1974,1928,0.00,3.56,6.22
2016-10-19,24,18,29,9,17,-1,29,1940,2016,0.00,3.56,11.05
2016-10-20,19,17,21,9,17,0,26,1974,1969,0.00,3.56,7.06
2016-10-21,17,14,21,9,17,0,28,1974,1920,28.19,3.56,5.51
2016-10-22,11,8,14,9,17,-1,31,1940,1979,7.37,3.81,3.84
2016-10-23,12,7,16,9,16,0,29,1969,1947,0.00,3.56,7.54
2016-10-24,13,8,17,9,16,0,26,1969,2001,0.0,3.56,6.38
2016-10-25,9,6,11,8,16,-1,26,1879,1963,0.00,3.81,8.38
2016-10-26,7,3,11,8,16,-1,25,1879,1964,0.00,3.30,8.64
2016-10-27,9,4,13,8,16,-2,27,1936,1963,35.81,3.56,4.78
2016-10-28,8,6,11,8,16,-1,28,1976,1919,0.00,3.30,6.32
2016-10-29,11,4,18,8,16,0,25,1925,1971,0.00,3.56,9.32
2016-10-30,18,12,24,8,15,0,27,1925,1961,14.22,3.30,4.17
2016-10-31,9,7,12,8,15,-1,27,1925,1946,0.00,3.56,6.12
2016-11-1,9,4,14,8,15,-1,28,1885,1950,0.00,3.56,4.29
2016-11-2,17,12,21,7,14,-1,28,1887,1950,0.00,3.56,4.32
2016-11-3,18,14,22,7,14,-2,26,1875,2003,0.00,3.30,6.60
2016-11-4,12,8,16,7,14,-3,25,1879,1975,0.00,3.30,3.66
2016-11-5,12,7,17,7,14,-5,25,1879,1961,0.00,3.30,4.93
2016-11-6,11,7,15,7,14,-2,23,1879,1948,0.00,3.56,3.73
2016-11-7,8,5,12,7,14,-1,25,1930,1938,0.00,3.30,7.52
2016-11-8,12,5,19,7,14,-1,24,1886,1975,0.00,3.05,18.80
2016-11-9,12,9,15,7,13,-4,23,1976,1975,1.52,3.30,9.27
2016-11-10,9,4,13,6,13,-3,22,2017,1985,0.00,3.30,4.32
2016-11-11,11,5,17,6,13,-4,23,2017,1949,0.00,3.05,3.58
2016-11-12,7,3,10,6,13,-3,24,1926,1879,0.00,3.05,6.07
2016-11-13,11,5,16,6,13,-5,22,1873,1931,0.00,3.30,5.23
2016-11-14,12,8,17,6,13,-6,22,1905,1993,0.00,3.30,5.66
2016-11-15,11,8,13,6,12,-6,26,1967,1993,45.97,3.30,6.17
2016-11-16,12,7,16,6,12,-8,22,1933,1928,0.00,3.30,6.07
2016-11-17,13,9,16,5,12,-7,21,1933,1953,0.00,3.56,3.91
2016-11-18,12,7,18,5,12,-7,22,1936,1928,0.00,3.56,3.15
2016-11-19,10,3,17,5,12,-7,22,1936,1921,6.35,3.56,4.95
2016-11-20,3,1,6,4,11,-6,25,1873,1985,7.87,3.30,8.56
2016-11-21,4,2,5,4,11,-8,23,1879,1900,0.00,3.56,3.38
2016-11-22,4,3,5,4,11,-10,22,1880,1931,0.00,3.56,5.16
2016-11-23,4,2,7,4,11,-10,22,1880,1931,0.00,3.56,4.67
2016-11-24,6,3,9,4,11,-10,22,1880,1979,0.76,3.56,4.95
2016-11-25,10,7,12,4,10,-7,22,1938,1979,0.51,3.30,3.45
2016-11-26,7,4,10,4,10,-8,19,1938,1946,0.00,3.56,4.85
2016-11-27,7,4,10,3,10,-11,22,1932,1896,0.00,3.30,5.46
2016-11-28,7,3,11,3,9,-9,21,1930,2011,0.00,3.56,5.44
2016-11-29,13,11,16,3,9,-9,20,1872,1990,55.88,3.56,5.59
2016-11-30,12,10,14,3,9,-13,21,1875,1991,18.54,3.81,2.82
2016-12-1,9,6,12,3,9,-12,21,1875,2006,1.78,3.56,4.37
2016-12-2,8,4,11,3,9,-11,18,1875,1970,0.00,3.56,5.49
2016-12-3,7,5,8,2,8,-12,20,1976,1998,0.0,3.81,4.14
2016-12-4,6,4,8,2,8,-12,23,1882,1998,0.00,3.56,4.67
2016-12-5,7,3,9,2,8,-11,21,1926,2001,4.83,3.56,3.25
2016-12-6,6,3,8,2,8,-11,21,1871,2001,8.89,3.30,4.06
2016-12-7,6,4,8,2,8,-12,23,1926,1998,2.29,3.56,5.03
2016-12-8,4,2,7,1,7,-12,18,1882,1927,0.00,3.56,3.91
2016-12-9,2,-1,4,1,7,-13,18,1876,1966,0.00,3.30,6.45
2016-12-10,0,-2,2,1,7,-16,21,1876,1946,0.00,3.56,4.11
2016-12-11,0,-2,2,1,7,-14,17,1880,1879,0.76,3.56,6.12
2016-12-12,4,1,8,1,7,-15,20,1988,1931,12.70,3.30,4.06
2016-12-13,4,2,6,1,7,-13,19,1960,2015,0.00,3.30,7.70
2016-12-14,3,1,6,0,6,-11,19,1976,1881,0.00,3.30,5.64
2016-12-15,-3,-7,1,0,6,-14,20,1874,2015,0.0,3.30,3.40
2016-12-16,-6,-8,-3,0,6,-13,17,1876,1971,0.00,3.05,5.72
2016-12-17,0,-4,4,0,6,-17,16,1919,2000,18.54,3.30,5.79
2016-12-18,7,-1,14,-1,6,-18,17,1919,1984,1.02,3.05,3.30
2016-12-19,-3,-5,-1,-1,6,-18,14,1884,1931,0.00,3.05,3.02
2016-12-20,-3,-7,1,-1,6,-20,15,1942,2002,0.00,3.05,4.62
2016-12-21,2,-1,4,-1,5,-18,18,1942,2013,0.00,3.30,6.32
2016-12-22,6,3,9,-1,5,-16,21,1872,2013,0.00,3.05,5.54
2016-12-23,6,3,8,-1,5,-18,18,1883,1990,0.00,3.30,4.09
2016-12-24,6,3,8,-1,5,-14,22,1983,2015,11.94,3.30,3.61
2016-12-25,6,2,10,-2,4,-18,18,1980,2015,0.00,3.30,3.30
2016-12-26,6,1,10,-2,4,-16,17,1914,1982,0.51,3.05,4.22
2016-12-27,10,4,16,-2,4,-14,17,1872,1949,0.00,3.05,5.44
2016-12-28,3,1,4,-2,4,-13,18,1917,1982,0.00,3.05,3.43
2016-12-29,4,1,8,-2,4,-21,21,1917,1984,9.91,2.79,6.40
2016-12-30,3,1,4,-2,4,-25,18,1917,1984,0.25,3.05,4.29
2016-12-31,3,-1,7,-2,4,-21,17,1917,1965,0.00,2.79,5.87
